,seqnames,start,end,width,strand,Conc,Conc_0.mM,Conc_10.mM,Fold,p.value,FDR
290,chr20,38129518,38130018,501,*,7.67,6.78,8.21,-1.43,1.19E-14,5.11E-12
291,chr9,124144715,124145215,501,*,6.63,5.64,7.22,-1.58,1.20E-14,5.13E-12
292,chr19,55014655,55015155,501,*,6.49,5.36,7.12,-1.75,1.21E-14,5.13E-12
293,chr21,31911107,31911607,501,*,5.9,4.43,6.61,-2.18,1.22E-14,5.17E-12
294,chr20,46751975,46752475,501,*,6.28,5.22,6.88,-1.66,1.25E-14,5.29E-12
295,chr3,14377689,14378189,501,*,6.59,5.55,7.19,-1.64,1.26E-14,5.29E-12
296,chr12,57515104,57515604,501,*,7.26,6.35,7.81,-1.46,1.29E-14,5.41E-12
297,chr3,183123840,183124340,501,*,6.4,5.38,7,-1.61,1.38E-14,5.75E-12
298,chr22,36546890,36547390,501,*,6.32,5.16,6.95,-1.8,1.38E-14,5.77E-12
299,chr20,38128921,38129421,501,*,7.96,7.12,8.49,-1.37,1.59E-14,6.60E-12
300,chr8,133674829,133675329,501,*,6.59,5.45,7.22,-1.77,1.61E-14,6.67E-12
301,chr15,74193171,74193671,501,*,6.54,5.5,7.14,-1.64,1.75E-14,7.21E-12
302,chr7,50206501,50207001,501,*,8.06,7.19,8.6,-1.41,1.75E-14,7.21E-12
303,chr19,8379209,8379709,501,*,5.57,4.15,6.27,-2.12,1.98E-14,8.11E-12
304,chr11,119652223,119652723,501,*,6.28,5.18,6.9,-1.72,2.01E-14,8.19E-12
305,chr3,190585798,190586298,501,*,5.41,3.99,6.11,-2.13,2.07E-14,8.41E-12
306,chr1,52662570,52663070,501,*,6.23,5.08,6.86,-1.78,2.32E-14,9.40E-12
307,chr15,85494334,85494834,501,*,6.67,5.71,7.24,-1.53,2.37E-14,9.57E-12
308,chr12,122464205,122464705,501,*,6.53,5.51,7.12,-1.61,2.38E-14,9.57E-12
309,chr11,13097972,13098472,501,*,7.33,6.39,7.9,-1.5,2.38E-14,9.57E-12
310,chr8,128322639,128323139,501,*,7.86,6.96,8.41,-1.45,2.57E-14,1.03E-11
311,chr1,7177164,7177664,501,*,6.2,5.13,6.8,-1.67,2.76E-14,1.10E-11
312,chr4,38314033,38314533,501,*,7.92,7.05,8.46,-1.41,2.86E-14,1.14E-11
313,chr3,31212730,31213230,501,*,6.46,5.32,7.09,-1.77,2.91E-14,1.15E-11
314,chr4,158996575,158997075,501,*,5.72,4.43,6.4,-1.97,2.92E-14,1.16E-11
315,chr11,47995277,47995777,501,*,5.88,4.67,6.53,-1.86,3.08E-14,1.21E-11
316,chr13,49840192,49840692,501,*,6.59,5.56,7.18,-1.62,3.09E-14,1.21E-11
317,chr2,61629675,61630175,501,*,5.26,3.62,6.01,-2.38,3.16E-14,1.24E-11
318,chr1,4481992,4482492,501,*,6.44,5.33,7.06,-1.74,3.23E-14,1.26E-11
319,chr13,111011886,111012386,501,*,5.47,3.94,6.19,-2.25,3.35E-14,1.30E-11
320,chr17,31776232,31776732,501,*,5.6,3.99,6.34,-2.35,3.48E-14,1.35E-11
321,chr2,222787979,222788479,501,*,5.09,3.34,5.86,-2.52,3.52E-14,1.36E-11
322,chr2,47269681,47270181,501,*,7.84,7.08,8.34,-1.27,3.55E-14,1.37E-11
323,chr17,81507231,81507731,501,*,6.52,5.51,7.11,-1.59,3.59E-14,1.38E-11
325,chr11,65435426,65435926,501,*,6.76,5.75,7.35,-1.6,3.82E-14,1.46E-11
326,chr12,52143519,52144019,501,*,9.05,8.25,9.56,-1.31,3.92E-14,1.49E-11
327,chr2,9558944,9559444,501,*,6.5,5.47,7.09,-1.62,4.05E-14,1.54E-11
328,chr20,49767025,49767525,501,*,7.09,6.07,7.69,-1.62,4.43E-14,1.68E-11
329,chr8,125656489,125656989,501,*,8.23,7.4,8.75,-1.35,4.47E-14,1.69E-11
330,chr6,44452719,44453219,501,*,5.3,3.69,6.04,-2.35,5.14E-14,1.93E-11
331,chr15,71112291,71112791,501,*,5.15,3.41,5.92,-2.51,5.16E-14,1.94E-11
332,chr10,62264615,62265115,501,*,6.09,4.97,6.71,-1.74,5.30E-14,1.98E-11
333,chr16,48918511,48919011,501,*,7.12,6.23,7.67,-1.44,5.51E-14,2.05E-11
334,chr17,8791829,8792329,501,*,5.85,4.63,6.51,-1.87,5.71E-14,2.12E-11
335,chr9,128041480,128041980,501,*,6.52,5.52,7.11,-1.59,6.14E-14,2.27E-11
336,chr8,52695281,52695781,501,*,5.22,3.66,5.96,-2.3,6.21E-14,2.29E-11
337,chr2,106584961,106585461,501,*,5.65,4.13,6.37,-2.24,6.41E-14,2.36E-11
338,chr11,119828786,119829286,501,*,5.71,4.42,6.38,-1.96,6.59E-14,2.42E-11
339,chr6,7316323,7316823,501,*,5.55,4.22,6.23,-2.01,6.64E-14,2.43E-11
340,chr12,121128911,121129411,501,*,5.8,4.53,6.46,-1.94,6.65E-14,2.43E-11
341,chr12,9449547,9450047,501,*,5.78,4.5,6.45,-1.95,7.18E-14,2.61E-11
342,chr16,73082504,73083004,501,*,5.7,4.42,6.36,-1.94,7.34E-14,2.67E-11
343,chr19,46197588,46198088,501,*,6.3,5.01,6.97,-1.97,7.45E-14,2.70E-11
345,chr10,110408821,110409321,501,*,6.64,5.7,7.2,-1.5,8.34E-14,3.00E-11
346,chr12,7881828,7882328,501,*,4.68,2.06,5.55,-3.5,8.38E-14,3.00E-11
347,chr19,44868367,44869361,995,*,6.14,5.1,6.74,-1.65,8.38E-14,3.00E-11
348,chr7,107328005,107328505,501,*,6.09,4.99,6.7,-1.72,8.66E-14,3.09E-11
349,chr22,30444710,30445210,501,*,6.4,5.36,7,-1.64,8.71E-14,3.10E-11
350,chr8,139341171,139341671,501,*,6.4,5.23,7.04,-1.8,9.16E-14,3.25E-11
351,chr11,3345638,3346138,501,*,5.86,4.46,6.56,-2.1,9.37E-14,3.31E-11
352,chr11,43946975,43947475,501,*,6.85,5.92,7.41,-1.49,9.59E-14,3.38E-11
353,chr19,58181877,58182377,501,*,6.36,5.26,6.98,-1.72,9.72E-14,3.42E-11
354,chr12,106245761,106246261,501,*,5.55,4.13,6.25,-2.12,1.03E-13,3.60E-11
355,chr20,34316190,34316690,501,*,6.69,5.69,7.27,-1.58,1.06E-13,3.69E-11
356,chr2,208034037,208034537,501,*,7.53,6.57,8.11,-1.53,1.08E-13,3.77E-11
357,chr20,50980301,50980801,501,*,6.84,5.91,7.4,-1.49,1.10E-13,3.83E-11
358,chr20,56776407,56776907,501,*,6.42,5.33,7.04,-1.71,1.11E-13,3.85E-11
359,chr10,6299977,6300477,501,*,5.47,4.13,6.16,-2.03,1.20E-13,4.14E-11
360,chr20,53001651,53002151,501,*,6.79,5.86,7.35,-1.49,1.25E-13,4.32E-11
361,chr9,128666428,128666928,501,*,5.84,4.63,6.49,-1.86,1.25E-13,4.32E-11
362,chr10,3852250,3852750,501,*,7.34,6.48,7.87,-1.39,1.37E-13,4.71E-11
363,chr4,169104010,169104510,501,*,5.65,4.37,6.32,-1.95,1.51E-13,5.18E-11
364,chr2,235358973,235359473,501,*,5.49,4.17,6.17,-2,1.56E-13,5.33E-11
365,chr13,27309254,27309754,501,*,6.62,5.64,7.19,-1.56,1.61E-13,5.46E-11
366,chr14,68785792,68786292,501,*,8.75,7.86,9.3,-1.44,1.63E-13,5.54E-11
367,chr5,134577120,134577620,501,*,8.07,7.35,8.55,-1.2,1.66E-13,5.60E-11
368,chr13,30717254,30717754,501,*,5.86,4.65,6.51,-1.85,1.68E-13,5.66E-11
369,chr15,97993224,97993724,501,*,6.33,5.23,6.95,-1.72,1.69E-13,5.67E-11
370,chr8,125125510,125126010,501,*,5.33,3.73,6.07,-2.34,1.76E-13,5.92E-11
371,chr19,17576640,17577140,501,*,7.46,6.66,7.97,-1.31,1.86E-13,6.22E-11
372,chr4,140250961,140251461,501,*,5.93,4.83,6.55,-1.73,1.87E-13,6.25E-11
373,chr12,114839907,114840407,501,*,5.6,4.29,6.27,-1.98,1.88E-13,6.27E-11
374,chr13,98964693,98965193,501,*,5.69,4.33,6.37,-2.04,1.89E-13,6.28E-11
375,chr5,149052930,149053430,501,*,5.19,3.66,5.91,-2.26,1.91E-13,6.32E-11
376,chr2,148554339,148554839,501,*,5.93,4.82,6.55,-1.74,1.95E-13,6.45E-11
377,chr11,85718971,85719471,501,*,7.26,6.37,7.8,-1.43,1.99E-13,6.56E-11
378,chr5,172789076,172789576,501,*,6.91,6.02,7.45,-1.43,2.02E-13,6.61E-11
379,chr17,48261203,48261703,501,*,6.65,5.7,7.22,-1.52,2.02E-13,6.61E-11
380,chr5,133239759,133240259,501,*,5.74,4.26,6.45,-2.19,2.14E-13,6.99E-11
381,chr3,159814169,159814669,501,*,6.55,5.64,7.11,-1.47,2.15E-13,7.01E-11
382,chr5,177495425,177495925,501,*,7.03,6.17,7.56,-1.39,2.38E-13,7.73E-11
383,chr13,110965259,110965759,501,*,7.65,6.77,8.19,-1.43,2.43E-13,7.87E-11
384,chr17,4708416,4708916,501,*,5.73,4.55,6.37,-1.82,2.43E-13,7.87E-11
385,chr13,42106074,42106574,501,*,6.52,5.54,7.09,-1.55,2.56E-13,8.25E-11
386,chr9,92928903,92929403,501,*,4.89,3.01,5.68,-2.67,2.61E-13,8.41E-11
387,chr3,33791615,33792115,501,*,4.98,2.93,5.8,-2.86,2.63E-13,8.45E-11
388,chr11,2312018,2312518,501,*,7.64,6.89,8.12,-1.23,2.64E-13,8.46E-11
389,chr12,131440835,131441335,501,*,7.32,6.4,7.88,-1.48,2.72E-13,8.68E-11
390,chr12,52860024,52860524,501,*,6.52,5.55,7.1,-1.54,2.75E-13,8.74E-11
391,chr5,5598554,5599054,501,*,7.86,7.13,8.35,-1.22,2.81E-13,8.92E-11
392,chr2,219195658,219196158,501,*,6.09,4.9,6.73,-1.83,2.83E-13,8.96E-11
393,chr20,57350318,57350818,501,*,5.68,4.37,6.36,-1.99,2.87E-13,9.07E-11
394,chr3,13579007,13579507,501,*,5.54,4.25,6.21,-1.96,3.23E-13,1.02E-10
395,chr13,45361812,45362312,501,*,6.27,5.26,6.86,-1.6,3.27E-13,1.03E-10
396,chr7,106823616,106824116,501,*,6.63,5.73,7.18,-1.45,3.30E-13,1.04E-10
397,chr2,237304696,237305196,501,*,5.24,3.72,5.97,-2.25,3.32E-13,1.04E-10
398,chr7,5518571,5519071,501,*,7.29,6.28,7.88,-1.6,3.33E-13,1.04E-10
399,chr2,230706152,230706652,501,*,6.92,6.03,7.47,-1.44,3.37E-13,1.05E-10
400,chr10,93475813,93476313,501,*,7.97,7.19,8.47,-1.28,3.44E-13,1.07E-10
401,chr11,65553002,65553780,779,*,7.52,6.77,8.01,-1.24,3.44E-13,1.07E-10
402,chr2,219313324,219313824,501,*,5.41,4.05,6.1,-2.05,3.88E-13,1.20E-10
403,chr11,74191474,74191974,501,*,5.91,4.54,6.59,-2.05,3.88E-13,1.20E-10
404,chr20,49287173,49287673,501,*,6.55,5.59,7.12,-1.53,3.90E-13,1.20E-10
405,chr12,116406463,116406963,501,*,5.76,4.49,6.43,-1.95,3.99E-13,1.22E-10
406,chr3,58093716,58094216,501,*,7.52,6.65,8.06,-1.41,4.21E-13,1.29E-10
407,chr7,30172975,30173475,501,*,6.13,5.1,6.72,-1.62,4.25E-13,1.30E-10
408,chr10,110528187,110528687,501,*,6.23,5.1,6.86,-1.76,4.27E-13,1.30E-10
409,chr11,128503497,128503997,501,*,5.64,4.37,6.3,-1.93,4.45E-13,1.35E-10
410,chr20,38156283,38156783,501,*,6.99,6.01,7.57,-1.56,4.47E-13,1.35E-10
411,chr15,75167687,75168187,501,*,5.42,4.04,6.11,-2.07,4.67E-13,1.41E-10
412,chr9,135561429,135561929,501,*,6.63,5.51,7.25,-1.74,4.73E-13,1.43E-10
413,chr4,25993623,25994123,501,*,7.38,6.58,7.89,-1.31,4.77E-13,1.43E-10
414,chr14,23636074,23636574,501,*,4.86,2.65,5.69,-3.05,4.86E-13,1.46E-10
415,chr17,15392313,15392813,501,*,6.87,5.88,7.45,-1.58,4.96E-13,1.48E-10
416,chr2,42342381,42342881,501,*,7.46,6.7,7.96,-1.25,5.22E-13,1.56E-10
418,chr5,95728520,95729020,501,*,5.63,4.4,6.28,-1.88,5.91E-13,1.75E-10
419,chr17,45355085,45355585,501,*,6.56,5.55,7.15,-1.59,5.93E-13,1.76E-10
420,chr7,105759235,105759735,501,*,6.8,5.73,7.4,-1.68,6.07E-13,1.79E-10
421,chr4,183737596,183738096,501,*,4.62,2.6,5.43,-2.83,6.25E-13,1.84E-10
422,chr20,38156795,38157295,501,*,7.41,6.63,7.91,-1.28,6.29E-13,1.85E-10
423,chr5,169065329,169065829,501,*,6.93,5.95,7.5,-1.55,6.71E-13,1.97E-10
424,chr7,55504349,55504849,501,*,6.48,5.52,7.05,-1.53,6.87E-13,2.01E-10
425,chr19,43438407,43438907,501,*,6.67,5.6,7.27,-1.67,6.92E-13,2.02E-10
426,chr2,231717111,231717611,501,*,5.87,4.65,6.52,-1.87,6.95E-13,2.03E-10
427,chr4,4720642,4721142,501,*,5.54,4.28,6.2,-1.92,7.01E-13,2.04E-10
428,chr2,207616112,207616612,501,*,5.18,3.44,5.95,-2.51,7.06E-13,2.05E-10
429,chr17,5069667,5070167,501,*,6.3,5.19,6.92,-1.73,7.44E-13,2.15E-10
430,chr15,65304171,65305095,925,*,7.64,6.93,8.12,-1.19,7.44E-13,2.15E-10
431,chr15,25770541,25771041,501,*,5.86,4.52,6.54,-2.02,7.94E-13,2.29E-10
432,chr3,46089226,46089726,501,*,7.44,6.62,7.95,-1.33,8.01E-13,2.30E-10
433,chr17,62178523,62179023,501,*,5.98,4.87,6.6,-1.73,8.02E-13,2.30E-10
434,chr10,110527602,110528102,501,*,6.5,5.52,7.08,-1.55,8.12E-13,2.32E-10
436,chr1,20587529,20588029,501,*,5.36,4,6.05,-2.05,8.52E-13,2.43E-10
437,chr7,105809157,105809657,501,*,7.87,7.04,8.39,-1.36,8.89E-13,2.53E-10
438,chr22,32121599,32122099,501,*,6.23,5.2,6.83,-1.63,8.94E-13,2.53E-10
439,chr19,46289190,46289690,501,*,6.57,5.58,7.15,-1.57,8.96E-13,2.53E-10
440,chr11,102599845,102600345,501,*,7.51,6.7,8.03,-1.33,9.08E-13,2.56E-10
441,chr7,99729518,99730018,501,*,5.46,4.07,6.16,-2.09,9.17E-13,2.58E-10
442,chr12,113040590,113041090,501,*,6.79,5.97,7.31,-1.34,9.50E-13,2.67E-10
443,chr2,28717403,28717903,501,*,6.21,5.09,6.84,-1.75,9.56E-13,2.68E-10
444,chr20,50470292,50470792,501,*,6.35,5.23,6.97,-1.74,9.60E-13,2.68E-10
445,chr13,23952342,23952842,501,*,6.41,5.48,6.97,-1.49,1.02E-12,2.85E-10
446,chr17,15920718,15921218,501,*,6.63,5.7,7.19,-1.49,1.11E-12,3.10E-10
447,chr19,756199,756699,501,*,8.44,7.73,8.92,-1.18,1.19E-12,3.29E-10
448,chr17,43410697,43411197,501,*,6.17,5.17,6.75,-1.58,1.20E-12,3.32E-10
449,chr7,106779851,106780351,501,*,7.04,6.14,7.59,-1.45,1.23E-12,3.41E-10
450,chr17,40472604,40473104,501,*,9.17,8.43,9.66,-1.23,1.24E-12,3.42E-10
451,chr2,160411059,160411559,501,*,5.59,4.36,6.24,-1.88,1.25E-12,3.44E-10
452,chr13,21435792,21436292,501,*,6.53,5.61,7.09,-1.48,1.26E-12,3.46E-10
453,chr7,54960428,54960928,501,*,5.85,4.74,6.47,-1.72,1.28E-12,3.50E-10
454,chr12,104507579,104508079,501,*,6.13,5.09,6.73,-1.64,1.36E-12,3.71E-10
455,chr7,130292840,130293340,501,*,6.1,5.06,6.7,-1.64,1.44E-12,3.93E-10
457,chr11,63427971,63428471,501,*,6.48,5.58,7.03,-1.45,1.62E-12,4.41E-10
458,chr19,39070721,39071221,501,*,6.38,5.21,7.02,-1.81,1.70E-12,4.59E-10
459,chr16,81908801,81909301,501,*,6.78,5.89,7.33,-1.44,1.70E-12,4.60E-10
460,chr9,16133759,16134259,501,*,7.11,6.25,7.64,-1.39,1.82E-12,4.91E-10
461,chr11,102306226,102306726,501,*,6.74,5.81,7.3,-1.49,1.92E-12,5.16E-10
462,chr3,186220302,186220802,501,*,6.63,5.68,7.2,-1.51,1.92E-12,5.16E-10
463,chr13,23954127,23954627,501,*,6.47,5.51,7.04,-1.52,2.03E-12,5.44E-10
464,chr18,50240166,50240666,501,*,4.96,3.26,5.72,-2.46,2.08E-12,5.58E-10
465,chr20,38155719,38156219,501,*,7.24,6.35,7.79,-1.44,2.13E-12,5.68E-10
466,chr5,179825809,179826309,501,*,6.5,5.55,7.07,-1.52,2.18E-12,5.80E-10
467,chr2,66389788,66390288,501,*,5.38,4.07,6.06,-1.98,2.19E-12,5.83E-10
468,chr2,234625626,234626126,501,*,5.21,3.78,5.92,-2.14,2.21E-12,5.86E-10
469,chr19,46199271,46199771,501,*,6.81,5.85,7.38,-1.52,2.30E-12,6.08E-10
470,chr2,223895597,223896097,501,*,5.71,4.49,6.36,-1.87,2.34E-12,6.19E-10
471,chr8,22685526,22686026,501,*,6.59,5.55,7.19,-1.64,2.39E-12,6.31E-10
472,chr5,141520173,141520673,501,*,5.88,4.75,6.5,-1.76,2.45E-12,6.43E-10
474,chr20,54194629,54195129,501,*,6.27,5.24,6.86,-1.62,2.51E-12,6.57E-10
475,chr5,66209301,66209801,501,*,7.14,6.29,7.68,-1.39,2.54E-12,6.62E-10
476,chr9,78821353,78821853,501,*,6.16,5.17,6.74,-1.56,2.54E-12,6.62E-10
477,chr19,40771204,40771704,501,*,7.14,6.29,7.66,-1.37,2.63E-12,6.82E-10
479,chr20,47988673,47989173,501,*,6.44,5.53,6.99,-1.46,2.63E-12,6.82E-10
480,chr10,70879068,70879568,501,*,6.1,5.06,6.69,-1.64,2.66E-12,6.87E-10
481,chr12,52061672,52062172,501,*,8.59,7.85,9.08,-1.23,2.67E-12,6.87E-10
482,chr6,21281239,21281739,501,*,6.79,5.91,7.34,-1.43,2.67E-12,6.87E-10
483,chr5,1380003,1380503,501,*,6.11,5.03,6.71,-1.68,2.75E-12,7.06E-10
484,chr10,110522321,110522821,501,*,5.77,4.53,6.42,-1.9,2.87E-12,7.35E-10
485,chr3,140247748,140248248,501,*,7.56,6.82,8.04,-1.22,2.89E-12,7.38E-10
486,chr11,119167905,119168405,501,*,6.42,5.45,7,-1.56,2.97E-12,7.58E-10
487,chr2,11407028,11407528,501,*,6.11,5.1,6.7,-1.6,3.00E-12,7.65E-10
488,chr1,26783891,26784391,501,*,5.14,3.61,5.87,-2.27,3.01E-12,7.65E-10
489,chr19,51784912,51785412,501,*,5.29,3.7,6.03,-2.33,3.03E-12,7.69E-10
490,chr5,174612633,174613133,501,*,6.42,5.48,6.99,-1.5,3.12E-12,7.91E-10
491,chr7,102991637,102992137,501,*,6.76,5.89,7.3,-1.42,3.13E-12,7.91E-10
492,chr11,44435983,44436483,501,*,7.04,6.23,7.56,-1.32,3.21E-12,8.10E-10
493,chr10,128086428,128086928,501,*,6.67,5.69,7.25,-1.56,3.22E-12,8.11E-10
494,chr2,101517300,101517800,501,*,7.38,6.48,7.93,-1.46,3.31E-12,8.32E-10
495,chr10,24293290,24293790,501,*,6.24,5.28,6.81,-1.52,3.40E-12,8.53E-10
496,chr3,183381052,183381552,501,*,7.51,6.63,8.06,-1.43,3.41E-12,8.54E-10
497,chr10,79321068,79321568,501,*,5.98,4.94,6.58,-1.64,3.44E-12,8.59E-10
498,chr2,134188917,134189417,501,*,6.3,5.37,6.87,-1.49,3.52E-12,8.78E-10
499,chr7,26279509,26280009,501,*,5.45,4.1,6.13,-2.03,3.53E-12,8.78E-10
500,chr1,40847279,40847779,501,*,6.65,5.77,7.2,-1.42,3.59E-12,8.91E-10
501,chr7,44621322,44621822,501,*,5.76,4.61,6.39,-1.78,3.61E-12,8.95E-10
502,chr6,26113429,26113929,501,*,4.63,2.66,5.43,-2.77,3.68E-12,9.09E-10
504,chr7,36368459,36368959,501,*,7.51,6.57,8.08,-1.51,3.76E-12,9.26E-10
505,chr3,58005596,58006096,501,*,7.45,6.7,7.94,-1.24,3.89E-12,9.57E-10
506,chr16,54657265,54657765,501,*,5.96,4.95,6.55,-1.6,4.32E-12,1.06E-09
507,chr2,173048505,173049661,1157,*,6.22,5.21,6.81,-1.59,4.36E-12,1.07E-09
508,chr7,101137027,101137527,501,*,8.06,7.3,8.55,-1.26,4.38E-12,1.07E-09
509,chr2,134739690,134740190,501,*,6.51,5.63,7.05,-1.42,4.40E-12,1.07E-09
511,chr5,177481521,177482021,501,*,6.8,5.96,7.33,-1.37,4.50E-12,1.09E-09
512,chr2,172246623,172247123,501,*,6.63,5.65,7.21,-1.55,4.58E-12,1.11E-09
513,chr7,2873554,2874553,1000,*,9.01,8.31,9.47,-1.16,4.65E-12,1.12E-09
514,chr7,27677916,27678416,501,*,7.42,6.6,7.94,-1.34,4.65E-12,1.12E-09
515,chr10,97852914,97853414,501,*,5.54,4.34,6.19,-1.85,4.69E-12,1.13E-09
516,chr8,127038560,127039060,501,*,6.63,5.77,7.16,-1.39,4.72E-12,1.13E-09
517,chr8,61789613,61790113,501,*,5.39,4,6.09,-2.09,4.73E-12,1.14E-09
518,chr12,6146390,6146890,501,*,5.33,3.76,6.06,-2.3,4.87E-12,1.17E-09
519,chr18,23563563,23564063,501,*,6.31,5.25,6.91,-1.67,4.89E-12,1.17E-09
520,chr12,66824187,66824687,501,*,6.89,5.94,7.46,-1.52,5.08E-12,1.21E-09
521,chr2,30365156,30365656,501,*,7.29,6.46,7.81,-1.36,5.09E-12,1.21E-09
522,chr22,27473462,27473962,501,*,6.35,5.37,6.93,-1.56,5.11E-12,1.21E-09
523,chr21,31284971,31285471,501,*,6.71,5.86,7.24,-1.38,5.19E-12,1.23E-09
524,chr6,3171450,3171950,501,*,4.97,3.33,5.72,-2.39,5.21E-12,1.23E-09
525,chr8,125606300,125606800,501,*,7.76,7.05,8.23,-1.18,5.49E-12,1.30E-09
526,chr20,47453044,47453544,501,*,6.61,5.72,7.15,-1.43,5.52E-12,1.30E-09
527,chr11,15074788,15075288,501,*,8.24,7.44,8.75,-1.32,5.54E-12,1.30E-09
528,chr20,45324364,45324864,501,*,6.13,5.12,6.71,-1.59,5.59E-12,1.31E-09
529,chr11,69943000,69943500,501,*,7.46,6.69,7.96,-1.28,5.59E-12,1.31E-09
530,chr11,10688356,10688856,501,*,7.38,6.66,7.86,-1.2,5.66E-12,1.32E-09
531,chr2,188303537,188304037,501,*,6.12,5.04,6.73,-1.69,5.79E-12,1.35E-09
532,chr7,100933661,100934161,501,*,6.33,5.41,6.89,-1.47,6.00E-12,1.40E-09
533,chr8,127918414,127918914,501,*,9.15,8.44,9.62,-1.18,6.12E-12,1.42E-09
534,chr11,130964330,130964830,501,*,5.54,4.16,6.23,-2.07,6.21E-12,1.44E-09
536,chr11,66974993,66975493,501,*,7.05,6.23,7.57,-1.34,6.51E-12,1.51E-09
537,chr19,44552215,44552715,501,*,5.87,4.78,6.48,-1.69,6.57E-12,1.52E-09
538,chr22,29597198,29597698,501,*,6.95,6.15,7.46,-1.31,6.64E-12,1.53E-09
539,chr7,105782561,105783061,501,*,6.51,5.61,7.06,-1.46,6.67E-12,1.54E-09
541,chr1,154474717,154475217,501,*,6.15,5.19,6.71,-1.52,7.15E-12,1.64E-09
542,chrX,30906682,30907182,501,*,6.63,5.62,7.22,-1.6,7.15E-12,1.64E-09
543,chr17,40490338,40490838,501,*,6.33,5.39,6.89,-1.5,7.32E-12,1.67E-09
544,chr7,130902569,130903069,501,*,7.37,6.51,7.9,-1.39,7.39E-12,1.69E-09
545,chr12,5318837,5319337,501,*,6.15,5.15,6.74,-1.59,7.45E-12,1.70E-09
546,chr17,42941687,42942187,501,*,6.62,5.73,7.16,-1.43,7.61E-12,1.73E-09
547,chr3,10557969,10558469,501,*,5.92,4.85,6.53,-1.69,8.12E-12,1.84E-09
548,chr11,130798180,130798680,501,*,6.2,5.2,6.79,-1.59,8.18E-12,1.85E-09
549,chr2,100767216,100767716,501,*,6.65,5.57,7.27,-1.69,8.32E-12,1.88E-09
550,chr20,11901050,11901550,501,*,5.59,4.23,6.27,-2.04,8.78E-12,1.98E-09
551,chr2,60140943,60141903,961,*,5.63,4.35,6.3,-1.95,8.93E-12,2.01E-09
553,chr20,51354768,51355268,501,*,6.78,5.94,7.3,-1.36,8.96E-12,2.01E-09
554,chr11,116366954,116367454,501,*,7.46,6.71,7.95,-1.23,9.12E-12,2.04E-09
556,chr19,49744851,49745351,501,*,6.4,5.29,7.01,-1.72,9.18E-12,2.05E-09
557,chr7,5803886,5804386,501,*,5.49,4.17,6.17,-2,9.20E-12,2.05E-09
558,chr20,31699119,31699619,501,*,8.66,7.9,9.16,-1.26,9.29E-12,2.07E-09
559,chr1,58727360,58727860,501,*,6.31,5.28,6.9,-1.62,9.36E-12,2.08E-09
560,chr2,12507259,12507759,501,*,5.72,4.5,6.38,-1.87,9.60E-12,2.13E-09
561,chr10,109699740,109700240,501,*,5.08,3.46,5.82,-2.36,9.61E-12,2.13E-09
562,chr16,72889826,72890326,501,*,5.59,4.37,6.24,-1.87,9.64E-12,2.13E-09
563,chr13,98963922,98964422,501,*,5.58,4.27,6.25,-1.98,1.01E-11,2.24E-09
564,chr11,65917394,65917894,501,*,8.3,7.65,8.75,-1.09,1.04E-11,2.29E-09
565,chr5,141870819,141871319,501,*,7.31,6.52,7.81,-1.3,1.05E-11,2.31E-09
567,chr22,39358154,39358654,501,*,5.34,4.03,6.01,-1.97,1.08E-11,2.36E-09
568,chr2,222707637,222708613,977,*,6.48,5.57,7.03,-1.46,1.09E-11,2.38E-09
569,chr2,73924983,73925483,501,*,5.94,4.91,6.53,-1.62,1.09E-11,2.38E-09
570,chr6,26141268,26141768,501,*,5.87,4.78,6.49,-1.71,1.09E-11,2.38E-09
571,chr20,34713373,34713873,501,*,7.04,6.26,7.54,-1.27,1.13E-11,2.46E-09
572,chr19,45484250,45484750,501,*,6.35,5.45,6.9,-1.45,1.15E-11,2.50E-09
573,chr12,101873,102856,984,*,7.75,7.08,8.21,-1.14,1.18E-11,2.56E-09
574,chr7,43522490,43523282,793,*,7.74,7.03,8.21,-1.18,1.21E-11,2.62E-09
575,chr11,69348408,69348908,501,*,5.59,4.22,6.28,-2.05,1.23E-11,2.65E-09
576,chr1,151981114,151981614,501,*,6.93,6.11,7.45,-1.34,1.26E-11,2.72E-09
577,chr21,35614509,35615009,501,*,5.5,4.3,6.15,-1.85,1.27E-11,2.72E-09
578,chr14,92425014,92425514,501,*,5.7,4.55,6.33,-1.77,1.28E-11,2.75E-09
579,chr13,28574576,28575076,501,*,6.25,5.28,6.83,-1.55,1.29E-11,2.76E-09
580,chr3,129312089,129312589,501,*,6.5,5.64,7.04,-1.4,1.32E-11,2.81E-09
581,chr14,72463189,72463689,501,*,7.24,6.39,7.77,-1.37,1.32E-11,2.82E-09
582,chr3,11600466,11600966,501,*,7.02,6.2,7.54,-1.35,1.33E-11,2.82E-09
583,chr2,17506691,17507191,501,*,5.79,4.66,6.41,-1.76,1.33E-11,2.82E-09
584,chr10,72308456,72308956,501,*,6.9,6.07,7.42,-1.35,1.40E-11,2.97E-09
585,chr17,41511065,41511565,501,*,7.31,6.51,7.82,-1.31,1.44E-11,3.05E-09
586,chr14,105591007,105591507,501,*,6.16,5.15,6.75,-1.6,1.49E-11,3.15E-09
587,chr12,122517913,122518413,501,*,5.19,3.64,5.92,-2.28,1.52E-11,3.21E-09
588,chr7,100382372,100382872,501,*,6.76,5.92,7.29,-1.37,1.58E-11,3.34E-09
